"DATE","RES ELE FEET","","STORAGE AF","","RES CHG AF","","TOC STO AF","","ABV TOC AF","","OUTFLOW CFS","","INFLOW CFS","","EVAP CFS","","RIV REL CFS","","PPT INC INCHES","","SPILL CFS","","DC PUMP CFS","","DIS PWR CFS",""
"12/22/1998","425.29","","572,389","","--","","--","","--","","3,151","","3,287","","6","","--","","0.00","","--","","117","","--",""
"12/23/1998","425.27","","572,217","","--","","--","","--","","3,266","","3,182","","3","","--","","0.00","","--","","106","","--",""
"12/24/1998","425.19","","571,528","","--","","--","","--","","3,243","","2,913","","17","","--","","0.00","","--","","108","","--",""
"12/25/1998","425.16","","571,270","","--","","--","","--","","3,107","","2,991","","14","","--","","0.00","","--","","89","","--",""
"12/26/1998","424.98","","569,722","","--","","--","","--","","3,104","","2,339","","14","","--","","0.00","","--","","92","","--",""
"12/27/1998","424.75","","567,760","","--","","--","","--","","3,116","","2,135","","9","","--","","0.00","","--","","90","","--",""
"12/28/1998","424.52","","565,797","","--","","--","","--","","3,207","","2,238","","20","","--","","0.00","","--","","93","","--",""
"12/29/1998","424.32","","564,091","","--","","--","","--","","2,710","","1,861","","11","","--","","0.00","","--","","96","","--",""
"12/30/1998","424.29","","563,835","","--","","--","","--","","2,420","","2,297","","6","","--","","0.00","","--","","92","","--",""
"12/31/1998","424.19","","562,981","","--","","--","","--","","2,468","","2,049","","11","","--","","0.00","","--","","89","","--",""
"01/01/1999","423.99","","561,275","","--","","--","","--","","2,556","","1,699","","3","","--","","0.00","","--","","88","","--",""
"01/02/1999","423.74","","559,161","","--","","--","","--","","2,499","","1,433","","0","","--","","0.00","","--","","84","","--",""
"01/03/1999","423.62","","558,146","","--","","--","","--","","2,710","","2,212","","14","","--","","0.00","","--","","82","","--",""
"01/04/1999","423.43","","556,539","","--","","--","","--","","2,699","","1,889","","0","","--","","0.01","","--","","81","","--",""
"01/05/1999","423.18","","554,425","","--","","--","","--","","2,799","","1,734","","0","","--","","0.00","","--","","87","","--",""
"01/06/1999","423.16","","554,256","","--","","--","","--","","2,564","","2,482","","3","","--","","0.00","","--","","78","","--",""
"01/07/1999","422.95","","552,484","","--","","--","","--","","2,595","","1,707","","6","","--","","0.00","","--","","82","","--",""
"01/08/1999","422.74","","550,724","","--","","--","","--","","2,687","","1,800","","0","","--","","0.00","","--","","98","","--",""
"01/09/1999","422.59","","549,467","","--","","--","","--","","2,589","","1,958","","3","","--","","0.00","","--","","72","","--",""
"01/10/1999","422.30","","547,036","","--","","--","","--","","2,658","","1,438","","6","","--","","0.00","","--","","93","","--",""
"01/11/1999","422.00","","544,522","","--","","--","","--","","2,459","","1,197","","6","","--","","0.01","","--","","77","","--",""
"01/12/1999","421.82","","543,027","","--","","--","","--","","2,547","","1,796","","3","","--","","0.00","","--","","87","","--",""
"01/13/1999","421.62","","541,366","","--","","--","","--","","2,439","","1,616","","14","","--","","0.00","","--","","92","","--",""
"01/14/1999","421.34","","539,041","","--","","--","","--","","2,628","","1,470","","14","","--","","0.00","","--","","84","","--",""
"01/15/1999","421.15","","537,463","","--","","--","","--","","2,535","","1,756","","17","","--","","0.08","","--","","81","","--",""
"01/16/1999","421.06","","536,715","","--","","--","","--","","2,554","","2,188","","11","","--","","0.50","","--","","86","","--",""
"01/17/1999","421.13","","537,297","","--","","--","","--","","2,648","","2,947","","6","","--","","0.16","","--","","104","","--",""
"01/18/1999","421.96","","544,190","","--","","--","","--","","2,697","","6,178","","6","","--","","0.24","","--","","85","","--",""
"01/19/1999","424.43","","565,029","","--","","--","","--","","3,040","","13,546","","0","","--","","0.68","","--","","82","","--",""
"01/20/1999","427.92","","595,230","","--","","--","","--","","12,648","","27,874","","0","","--","","1.01","","--","","84","","--",""
"01/21/1999","427.30","","589,804","","--","","--","","--","","22,554","","19,827","","9","","--","","0.04","","--","","79","","--",""
"01/22/1999","424.86","","568,698","","--","","--","","--","","21,303","","10,677","","14","","--","","0.00","","--","","79","","--",""
"01/23/1999","424.67","","567,077","","--","","--","","--","","18,915","","18,103","","6","","--","","0.39","","--","","76","","--",""
"01/24/1999","424.15","","562,640","","--","","--","","--","","16,323","","14,109","","23","","--","","0.12","","--","","76","","--",""
"01/25/1999","423.32","","555,609","","--","","--","","--","","12,726","","9,210","","28","","--","","0.00","","--","","79","","--",""
"01/26/1999","422.52","","548,880","","--","","--","","--","","11,170","","7,797","","20","","--","","0.24","","--","","87","","--",""
"01/27/1999","421.81","","542,944","","--","","--","","--","","9,491","","6,498","","0","","--","","0.01","","--","","80","","--",""
"01/28/1999","421.29","","538,626","","--","","--","","--","","7,788","","5,630","","20","","--","","0.00","","--","","58","","--",""
"01/29/1999","420.92","","535,559","","--","","--","","--","","6,419","","4,892","","19","","--","","0.00","","--","","87","","--",""
"01/30/1999","420.70","","533,748","","--","","--","","--","","5,524","","4,634","","22","","--","","0.00","","--","","98","","--",""
"01/31/1999","420.63","","533,172","","--","","--","","--","","5,129","","4,852","","14","","--","","0.58","","--","","75","","--",""
"02/01/1999","420.60","","532,925","","--","","--","","--","","4,576","","4,451","","0","","--","","0.28","","--","","83","","--",""
"02/02/1999","420.65","","533,336","","--","","--","","--","","4,311","","4,518","","0","","--","","0.00","","--","","86","","--",""
"02/03/1999","420.72","","533,913","","--","","--","","--","","4,105","","4,432","","36","","--","","0.00","","--","","86","","--",""
"02/04/1999","420.65","","533,336","","--","","--","","--","","4,298","","4,027","","19","","--","","0.00","","--","","87","","--",""
"02/05/1999","420.41","","531,361","","--","","--","","--","","5,139","","4,146","","3","","--","","0.00","","--","","83","","--",""
"02/06/1999","419.79","","526,275","","--","","--","","--","","7,816","","5,285","","33","","--","","0.00","","--","","78","","--",""
"02/07/1999","421.13","","537,297","","--","","--","","--","","14,501","","20,061","","3","","--","","1.04","","--","","81","","--",""
"02/08/1999","422.77","","550,975","","--","","--","","--","","14,980","","21,876","","0","","--","","0.26","","--","","81","","--",""
"02/09/1999","429.92","","612,938","","--","","--","","--","","16,876","","48,115","","0","","--","","1.59","","--","","81","","--",""
"02/10/1999","429.76","","611,515","","--","","--","","--","","25,985","","25,267","","0","","--","","0.14","","--","","73","","--",""
"02/11/1999","427.63","","592,692","","--","","--","","--","","24,581","","15,120","","29","","--","","0.00","","--","","69","","--",""
"02/12/1999","425.87","","577,381","","--","","--","","--","","19,442","","11,751","","29","","--","","0.00","","--","","90","","--",""
"02/13/1999","424.31","","564,005","","--","","--","","--","","17,079","","10,336","","0","","--","","0.14","","--","","82","","--",""
"02/14/1999","423.19","","554,510","","--","","--","","--","","13,771","","9,012","","28","","--","","0.00","","--","","78","","--",""
"02/15/1999","422.37","","547,623","","--","","--","","--","","11,299","","7,830","","3","","--","","0.00","","--","","78","","--",""
"02/16/1999","421.65","","541,615","","--","","--","","--","","11,482","","8,462","","8","","--","","0.02","","--","","81","","--",""
"02/17/1999","421.80","","542,861","","--","","--","","--","","21,746","","22,376","","3","","--","","1.06","","--","","73","","--",""
"02/18/1999","418.62","","516,764","","--","","--","","--","","28,833","","15,676","","0","","--","","0.00","","--","","92","","--",""
"02/19/1999","416.92","","503,117","","--","","--","","--","","21,955","","15,088","","13","","--","","0.32","","--","","79","","--",""
"02/20/1999","415.99","","495,743","","--","","--","","--","","16,484","","12,798","","32","","--","","0.00","","--","","78","","--",""
"02/21/1999","416.63","","500,817","","--","","--","","--","","14,500","","17,058","","0","","--","","1.07","","--","","80","","--",""
"02/22/1999","416.42","","499,152","","--","","--","","--","","13,383","","12,570","","27","","--","","0.00","","--","","74","","--",""
"02/23/1999","416.25","","497,804","","--","","--","","--","","10,469","","9,797","","8","","--","","0.00","","--","","79","","--",""
"02/24/1999","416.17","","497,170","","--","","--","","--","","9,687","","9,391","","24","","--","","0.00","","--","","79","","--",""
"02/25/1999","416.37","","498,756","","--","","--","","--","","9,380","","10,246","","67","","--","","0.30","","--","","67","","--",""
"02/26/1999","416.43","","499,231","","--","","--","","--","","9,242","","9,490","","8","","--","","0.00","","--","","87","","--",""
"02/27/1999","416.23","","497,646","","--","","--","","--","","9,465","","8,674","","8","","--","","0.00","","--","","86","","--",""
"02/28/1999","415.97","","495,586","","--","","--","","--","","9,874","","8,865","","29","","--","","0.00","","--","","85","","--",""
"03/01/1999","416.94","","503,275","","--","","--","","--","","9,960","","13,836","","0","","--","","0.64","","--","","97","","--",""
"03/02/1999","417.23","","505,592","","--","","--","","--","","11,396","","12,586","","22","","--","","0.00","","--","","91","","--",""
"03/03/1999","418.18","","513,209","","--","","--","","--","","11,369","","15,236","","27","","--","","0.51","","--","","84","","--",""
"03/04/1999","418.90","","519,026","","--","","--","","--","","11,139","","14,124","","52","","--","","0.00","","--","","82","","--",""
"03/05/1999","419.03","","520,079","","--","","--","","--","","11,137","","11,687","","19","","--","","0.00","","--","","80","","--",""
"03/06/1999","418.90","","519,026","","--","","--","","--","","10,470","","9,981","","41","","--","","0.00","","--","","78","","--",""
"03/07/1999","418.98","","519,672","","--","","--","","--","","8,642","","8,987","","19","","--","","0.00","","--","","80","","--",""
"03/08/1999","419.30","","522,280","","--","","--","","--","","7,160","","8,513","","38","","--","","0.00","","--","","81","","--",""
"03/09/1999","420.20","","529,633","","--","","--","","--","","6,344","","10,051","","0","","--","","0.49","","--","","73","","--",""
"03/10/1999","421.06","","536,715","","--","","--","","--","","5,702","","9,273","","25","","--","","0.09","","--","","82","","--",""
"03/11/1999","421.54","","540,702","","--","","--","","--","","6,469","","8,504","","25","","--","","0.00","","--","","84","","--",""
"03/12/1999","421.67","","541,781","","--","","--","","--","","6,313","","6,897","","39","","--","","0.00","","--","","98","","--",""
"03/13/1999","421.92","","543,858","","--","","--","","--","","5,780","","6,864","","36","","--","","0.00","","--","","95","","--",""
"03/14/1999","422.38","","547,707","","--","","--","","--","","4,976","","6,953","","37","","--","","0.00","","--","","86","","--",""
"03/15/1999","422.74","","550,724","","--","","--","","--","","4,753","","6,285","","11","","--","","0.00","","--","","102","","--",""
"03/16/1999","423.20","","554,594","","--","","--","","--","","4,326","","6,306","","28","","--","","0.00","","--","","75","","--",""
"03/17/1999","423.78","","559,499","","--","","--","","--","","3,772","","6,259","","14","","--","","0.00","","--","","73","","--",""
"03/18/1999","424.26","","563,579","","--","","--","","--","","4,021","","6,103","","26","","--","","0.00","","--","","75","","--",""
"03/19/1999","424.93","","569,296","","--","","--","","--","","4,016","","6,938","","40","","--","","0.00","","--","","92","","--",""
"03/20/1999","425.49","","574,110","","--","","--","","--","","4,237","","6,688","","23","","--","","0.16","","--","","87","","--",""
"03/21/1999","426.03","","578,760","","--","","--","","--","","4,011","","6,381","","26","","--","","0.01","","--","","85","","--",""
"03/22/1999","426.51","","582,926","","--","","--","","--","","4,054","","6,171","","17","","--","","0.00","","--","","91","","--",""
"03/23/1999","426.87","","586,051","","--","","--","","--","","4,039","","5,637","","23","","--","","0.01","","--","","83","","--",""
"03/24/1999","427.36","","590,329","","--","","--","","--","","3,987","","6,170","","26","","--","","0.00","","--","","76","","--",""
"03/25/1999","427.84","","594,530","","--","","--","","--","","4,168","","6,286","","0","","--","","0.16","","--","","67","","--",""
"03/26/1999","428.25","","598,136","","--","","--","","--","","3,620","","5,476","","38","","--","","0.00","","--","","87","","--",""
"03/27/1999","428.61","","601,312","","--","","--","","--","","4,142","","5,770","","27","","--","","0.00","","--","","81","","--",""
"03/28/1999","429.08","","605,466","","--","","--","","--","","4,063","","6,201","","44","","--","","0.00","","--","","88","","--",""
"03/29/1999","429.49","","609,113","","--","","--","","--","","4,296","","6,179","","44","","--","","0.00","","--","","88","","--",""
"03/30/1999","429.75","","611,426","","--","","--","","--","","4,059","","5,261","","36","","--","","0.00","","--","","89","","--",""
"03/31/1999","430.20","","615,443","","--","","--","","--","","3,974","","6,009","","9","","--","","0.21","","--","","84","","--",""
"04/01/1999","430.54","","618,492","","--","","--","","--","","4,122","","5,694","","36","","--","","0.00","","--","","87","","--",""
"04/02/1999","430.80","","620,823","","--","","--","","--","","4,055","","5,281","","51","","--","","0.00","","--","","87","","--",""
"04/03/1999","430.95","","622,168","","--","","--","","--","","4,204","","4,957","","75","","--","","0.00","","--","","88","","--",""
"04/04/1999","431.16","","624,062","","--","","--","","--","","3,263","","4,269","","51","","--","","0.00","","--","","56","","--",""
"04/05/1999","431.51","","627,224","","--","","--","","--","","4,152","","5,815","","69","","--","","0.00","","--","","98","","--",""
"04/06/1999","431.86","","630,386","","--","","--","","--","","4,119","","5,713","","0","","--","","0.42","","--","","82","","--",""
"04/07/1999","432.19","","633,381","","--","","--","","--","","4,012","","5,552","","30","","--","","0.00","","--","","77","","--",""
"04/08/1999","432.56","","636,749","","--","","--","","--","","4,065","","5,763","","0","","--","","0.04","","--","","71","","--",""
"04/09/1999","433.03","","641,029","","--","","--","","--","","4,036","","6,203","","9","","--","","0.24","","--","","79","","--",""
"04/10/1999","433.53","","645,615","","--","","--","","--","","3,615","","5,966","","40","","--","","0.00","","--","","90","","--",""
"04/11/1999","434.02","","650,110","","--","","--","","--","","3,976","","6,248","","6","","--","","0.05","","--","","91","","--",""
"04/12/1999","434.60","","655,469","","--","","--","","--","","3,979","","6,718","","37","","--","","0.00","","--","","92","","--",""
"04/13/1999","435.01","","659,258","","--","","--","","--","","4,310","","6,279","","59","","--","","0.00","","--","","104","","--",""
"04/14/1999","435.68","","665,494","","--","","--","","--","","4,309","","7,505","","53","","--","","0.00","","--","","110","","--",""
"04/15/1999","436.35","","671,753","","--","","--","","--","","4,170","","7,410","","84","","--","","0.00","","--","","120","","--",""
"04/16/1999","436.89","","676,814","","--","","--","","--","","4,818","","7,454","","84","","--","","0.00","","--","","130","","--",""
"04/17/1999","437.59","","683,414","","--","","--","","--","","4,607","","8,019","","85","","--","","0.00","","--","","133","","--",""
"04/18/1999","438.27","","689,850","","--","","--","","--","","4,613","","7,934","","76","","--","","0.00","","--","","102","","--",""
"04/19/1999","439.02","","696,980","","--","","--","","--","","4,600","","8,264","","70","","--","","0.00","","--","","141","","--",""
"04/20/1999","439.96","","705,977","","--","","--","","--","","4,549","","9,161","","77","","--","","0.00","","--","","116","","--",""
"04/21/1999","440.65","","712,623","","--","","--","","--","","4,571","","7,979","","58","","--","","0.00","","--","","110","","--",""
"04/22/1999","441.25","","718,419","","--","","--","","--","","4,454","","7,441","","64","","--","","0.00","","--","","114","","--",""
"04/23/1999","441.85","","724,238","","--","","--","","--","","4,535","","7,584","","116","","--","","0.00","","--","","142","","--",""
"04/24/1999","442.32","","728,815","","--","","--","","--","","4,710","","7,141","","123","","--","","0.00","","--","","176","","--",""
"04/25/1999","442.60","","731,547","","--","","--","","--","","4,854","","6,319","","88","","--","","0.00","","--","","170","","--",""
"04/26/1999","443.14","","736,825","","--","","--","","--","","4,872","","7,566","","33","","--","","0.00","","--","","146","","--",""
"04/27/1999","443.80","","743,306","","--","","--","","--","","4,595","","7,892","","29","","--","","0.00","","--","","148","","--",""
"04/28/1999","444.29","","748,136","","--","","--","","--","","4,598","","7,102","","69","","--","","0.00","","--","","161","","--",""
"04/29/1999","444.69","","752,089","","--","","--","","--","","4,502","","6,600","","105","","--","","0.00","","--","","164","","--",""
"04/30/1999","445.04","","755,551","","--","","--","","--","","4,451","","6,289","","92","","--","","0.00","","--","","184","","--",""
"05/01/1999","445.22","","757,341","","--","","--","","--","","4,830","","5,819","","86","","--","","0.00","","--","","211","","--",""
"05/02/1999","445.58","","760,921","","--","","--","","--","","4,965","","6,849","","79","","--","","0.00","","--","","154","","--",""
"05/03/1999","446.18","","766,900","","--","","--","","--","","4,804","","7,829","","10","","--","","0.19","","--","","119","","--",""
"05/04/1999","446.61","","771,205","","--","","--","","--","","4,570","","6,757","","17","","--","","0.05","","--","","148","","--",""
"05/05/1999","446.92","","774,308","","--","","--","","--","","4,655","","6,290","","70","","--","","0.00","","--","","169","","--",""
"05/06/1999","447.12","","776,318","","--","","--","","--","","4,609","","5,702","","80","","--","","0.00","","--","","179","","--",""
"05/07/1999","447.54","","780,551","","--","","--","","--","","4,726","","6,937","","77","","--","","0.00","","--","","195","","--",""
"05/08/1999","448.12","","786,403","","--","","--","","--","","4,600","","7,631","","80","","--","","0.00","","--","","191","","--",""
"05/09/1999","448.52","","790,460","","--","","--","","--","","4,542","","6,691","","104","","--","","0.00","","--","","188","","--",""
"05/10/1999","449.05","","795,838","","--","","--","","--","","4,430","","7,236","","94","","--","","0.00","","--","","195","","--",""
"05/11/1999","449.47","","800,125","","--","","--","","--","","4,476","","6,736","","98","","--","","0.00","","--","","212","","--",""
"05/12/1999","450.11","","806,665","","--","","--","","--","","4,473","","7,879","","109","","--","","0.00","","--","","220","","--",""
"05/13/1999","450.79","","813,648","","--","","--","","--","","4,466","","8,069","","82","","--","","0.00","","--","","199","","--",""
"05/14/1999","451.40","","819,938","","--","","--","","--","","4,549","","7,826","","106","","--","","0.00","","--","","196","","--",""
"05/15/1999","451.82","","824,277","","--","","--","","--","","4,327","","6,597","","82","","--","","0.00","","--","","204","","--",""
"05/16/1999","452.15","","827,696","","--","","--","","--","","4,670","","6,486","","93","","--","","0.00","","--","","212","","--",""
"05/17/1999","452.57","","832,060","","--","","--","","--","","4,487","","6,784","","96","","--","","0.00","","--","","219","","--",""
"05/18/1999","453.05","","837,052","","--","","--","","--","","4,666","","7,275","","93","","--","","0.00","","--","","218","","--",""
"05/19/1999","453.43","","841,023","","--","","--","","--","","4,464","","6,556","","90","","--","","0.00","","--","","213","","--",""
"05/20/1999","453.60","","842,800","","--","","--","","--","","4,736","","5,718","","87","","--","","0.00","","--","","205","","--",""
"05/21/1999","453.76","","844,473","","--","","--","","--","","4,620","","5,543","","80","","--","","0.00","","--","","210","","--",""
"05/22/1999","454.04","","847,402","","--","","--","","--","","4,613","","6,180","","90","","--","","0.00","","--","","241","","--",""
"05/23/1999","454.63","","853,605","","--","","--","","--","","4,534","","7,794","","132","","--","","0.00","","--","","251","","--",""
"05/24/1999","455.35","","861,196","","--","","--","","--","","4,317","","8,231","","87","","--","","0.00","","--","","234","","--",""
"05/25/1999","456.24","","870,619","","--","","--","","--","","4,421","","9,267","","95","","--","","0.00","","--","","242","","--",""
"05/26/1999","457.11","","879,872","","--","","--","","--","","4,753","","9,542","","124","","--","","0.00","","--","","256","","--",""
"05/27/1999","457.89","","888,209","","--","","--","","--","","4,466","","8,750","","82","","--","","0.00","","--","","244","","--",""
"05/28/1999","458.59","","895,722","","--","","--","","--","","4,441","","8,329","","100","","--","","0.00","","--","","245","","--",""
"05/29/1999","459.12","","901,423","","--","","--","","--","","4,631","","7,619","","114","","--","","0.00","","--","","200","","--",""
"05/30/1999","459.48","","905,312","","--","","--","","--","","4,612","","6,676","","104","","--","","0.00","","--","","229","","--",""
"05/31/1999","459.94","","910,280","","--","","--","","--","","4,397","","7,006","","104","","--","","0.00","","--","","236","","--",""
"06/01/1999","460.39","","915,163","","--","","--","","--","","4,504","","7,078","","112","","--","","0.00","","--","","234","","--",""
"06/02/1999","460.49","","916,248","","--","","--","","--","","4,628","","5,240","","65","","--","","0.01","","--","","197","","--",""
"06/03/1999","460.66","","918,094","","--","","--","","--","","4,580","","5,590","","79","","--","","0.10","","--","","201","","--",""
"06/04/1999","460.77","","919,289","","--","","--","","--","","4,405","","5,036","","29","","--","","0.02","","--","","188","","--",""
"06/05/1999","460.78","","919,397","","--","","--","","--","","4,402","","4,540","","83","","--","","0.00","","--","","209","","--",""
"06/06/1999","460.76","","919,180","","--","","--","","--","","4,415","","4,402","","97","","--","","0.00","","--","","224","","--",""
"06/07/1999","460.78","","919,397","","--","","--","","--","","4,571","","4,785","","105","","--","","0.00","","--","","244","","--",""
"06/08/1999","460.80","","919,614","","--","","--","","--","","4,343","","4,557","","105","","--","","0.00","","--","","238","","--",""
"06/09/1999","461.02","","922,004","","--","","--","","--","","4,028","","5,334","","101","","--","","0.00","","--","","225","","--",""
"06/10/1999","461.31","","925,170","","--","","--","","--","","3,764","","5,468","","108","","--","","0.00","","--","","242","","--",""
"06/11/1999","461.58","","928,117","","--","","--","","--","","3,652","","5,254","","116","","--","","0.00","","--","","250","","--",""
"06/12/1999","461.72","","929,646","","--","","--","","--","","3,799","","4,692","","123","","--","","0.00","","--","","245","","--",""
"06/13/1999","461.84","","930,955","","--","","--","","--","","4,017","","4,808","","130","","--","","0.00","","--","","245","","--",""
"06/14/1999","461.99","","932,593","","--","","--","","--","","3,914","","4,862","","123","","--","","0.00","","--","","258","","--",""
"06/15/1999","462.30","","935,994","","--","","--","","--","","3,873","","5,686","","98","","--","","0.00","","--","","233","","--",""
"06/16/1999","462.60","","939,287","","--","","--","","--","","3,654","","5,426","","113","","--","","0.00","","--","","249","","--",""
"06/17/1999","462.83","","941,811","","--","","--","","--","","3,431","","4,820","","116","","--","","0.00","","--","","255","","--",""
"06/18/1999","463.12","","945,001","","--","","--","","--","","3,325","","5,046","","113","","--","","0.00","","--","","127","","--",""
"06/19/1999","463.14","","945,222","","--","","--","","--","","3,837","","4,072","","124","","--","","0.00","","--","","260","","--",""
"06/20/1999","463.11","","944,891","","--","","--","","--","","3,735","","3,688","","120","","--","","0.00","","--","","260","","--",""
"06/21/1999","463.17","","945,553","","--","","--","","--","","3,792","","4,264","","139","","--","","0.00","","--","","268","","--",""
"06/22/1999","463.35","","947,539","","--","","--","","--","","3,548","","4,651","","102","","--","","0.00","","--","","277","","--",""
"06/23/1999","463.44","","948,532","","--","","--","","--","","3,636","","4,286","","150","","--","","0.00","","--","","279","","--",""
"06/24/1999","463.53","","949,525","","--","","--","","--","","3,704","","4,361","","157","","--","","0.00","","--","","266","","--",""
"06/25/1999","463.59","","950,187","","--","","--","","--","","3,678","","4,147","","135","","--","","0.00","","--","","268","","--",""
"06/26/1999","463.46","","948,753","","--","","--","","--","","4,776","","4,181","","128","","--","","0.00","","--","","263","","--",""
"06/27/1999","463.08","","944,560","","--","","--","","--","","5,304","","3,318","","128","","--","","0.00","","--","","266","","--",""
"06/28/1999","462.74","","940,823","","--","","--","","--","","5,004","","3,266","","146","","--","","0.00","","--","","274","","--",""
"06/29/1999","462.46","","937,750","","--","","--","","--","","4,841","","3,441","","149","","--","","0.00","","--","","276","","--",""
"06/30/1999","462.19","","934,787","","--","","--","","--","","4,672","","3,327","","149","","--","","0.00","","--","","279","","--",""
"07/01/1999","461.99","","932,593","","--","","--","","--","","4,301","","3,336","","141","","--","","0.00","","--","","279","","--",""
"07/02/1999","461.64","","928,772","","--","","--","","--","","4,518","","2,737","","145","","--","","0.00","","--","","265","","--",""
"07/03/1999","461.32","","925,279","","--","","--","","--","","3,989","","2,383","","155","","--","","0.00","","--","","248","","--",""
"07/04/1999","460.87","","920,374","","--","","--","","--","","4,144","","1,794","","123","","--","","0.00","","--","","242","","--",""
"07/05/1999","460.43","","915,597","","--","","--","","--","","4,383","","2,093","","119","","--","","0.00","","--","","249","","--",""
"07/06/1999","460.06","","911,579","","--","","--","","--","","4,512","","2,609","","122","","--","","0.00","","--","","264","","--",""
"07/07/1999","459.69","","907,580","","--","","--","","--","","4,082","","2,191","","125","","--","","0.00","","--","","260","","--",""
"07/08/1999","459.32","","903,583","","--","","--","","--","","4,258","","2,365","","122","","--","","0.00","","--","","261","","--",""
"07/09/1999","--","","899,160","","--","","--","","--","","--","","--","","139","","--","","--","","--","","272","","--",""
"07/10/1999","458.44","","894,111","","--","","--","","--","","4,951","","2,537","","132","","--","","0.00","","--","","277","","--",""
"07/11/1999","457.91","","888,422","","--","","--","","--","","4,865","","2,132","","135","","--","","0.00","","--","","269","","--",""
"07/12/1999","457.55","","884,575","","--","","--","","--","","4,917","","3,116","","138","","--","","0.00","","--","","277","","--",""
"07/13/1999","457.12","","879,979","","--","","--","","--","","4,917","","2,749","","148","","--","","0.00","","--","","290","","--",""
"07/14/1999","456.64","","874,871","","--","","--","","--","","4,775","","2,365","","166","","--","","0.00","","--","","284","","--",""
"07/15/1999","456.18","","869,981","","--","","--","","--","","4,484","","2,134","","116","","--","","0.00","","--","","257","","--",""
"07/16/1999","455.53","","863,099","","--","","--","","--","","4,834","","1,491","","126","","--","","0.00","","--","","256","","--",""
"07/17/1999","454.97","","857,180","","--","","--","","--","","4,748","","1,865","","101","","--","","0.00","","--","","254","","--",""
"07/18/1999","454.36","","850,766","","--","","--","","--","","4,681","","1,551","","104","","--","","0.00","","--","","255","","--",""
"07/19/1999","453.83","","845,204","","--","","--","","--","","4,431","","1,731","","104","","--","","0.00","","--","","248","","--",""
"07/20/1999","453.22","","838,828","","--","","--","","--","","4,953","","1,856","","117","","--","","0.00","","--","","246","","--",""
"07/21/1999","452.75","","833,931","","--","","--","","--","","4,243","","1,864","","90","","--","","0.00","","--","","246","","--",""
"07/22/1999","452.28","","829,047","","--","","--","","--","","4,205","","1,849","","107","","--","","0.00","","--","","242","","--",""
"07/23/1999","451.85","","824,587","","--","","--","","--","","4,309","","2,174","","113","","--","","0.00","","--","","250","","--",""
"07/24/1999","451.35","","819,421","","--","","--","","--","","4,219","","1,717","","103","","--","","0.00","","--","","236","","--",""
"07/25/1999","450.82","","813,956","","--","","--","","--","","4,245","","1,589","","99","","--","","0.00","","--","","248","","--",""
"07/26/1999","450.44","","810,054","","--","","--","","--","","4,042","","2,173","","99","","--","","0.00","","--","","256","","--",""
"07/27/1999","449.88","","804,310","","--","","--","","--","","4,240","","1,446","","102","","--","","0.00","","--","","245","","--",""
"07/28/1999","449.43","","799,717","","--","","--","","--","","4,304","","2,073","","84","","--","","0.00","","--","","245","","--",""
"07/29/1999","448.99","","795,226","","--","","--","","--","","4,227","","2,067","","105","","--","","0.00","","--","","241","","--",""
"07/30/1999","448.60","","791,271","","--","","--","","--","","3,870","","1,973","","98","","--","","0.00","","--","","247","","--",""
"07/31/1999","448.21","","787,316","","--","","--","","--","","4,067","","2,187","","114","","--","","0.00","","--","","250","","--",""
"08/01/1999","447.79","","783,070","","--","","--","","--","","3,779","","1,745","","107","","--","","0.00","","--","","244","","--",""
"08/02/1999","447.39","","779,039","","--","","--","","--","","3,964","","2,039","","107","","--","","0.00","","--","","249","","--",""
"08/03/1999","447.10","","776,117","","--","","--","","--","","3,454","","2,088","","107","","--","","0.00","","--","","250","","--",""
"08/04/1999","446.94","","774,508","","--","","--","","--","","2,894","","2,193","","110","","--","","0.00","","--","","250","","--",""
"08/05/1999","446.91","","774,208","","--","","--","","--","","2,678","","2,630","","103","","--","","0.00","","--","","229","","--",""
"08/06/1999","--","","772,105","","--","","--","","--","","--","","1,766","","86","","--","","--","","--","","225","","--",""
"08/07/1999","446.69","","772,006","","--","","--","","--","","2,772","","2,808","","86","","--","","0.00","","--","","222","","--",""
"08/08/1999","446.46","","769,703","","--","","--","","--","","2,678","","1,597","","80","","--","","0.00","","--","","231","","--",""
"08/09/1999","446.20","","767,100","","--","","--","","--","","2,814","","1,594","","93","","--","","0.00","","--","","239","","--",""
"08/10/1999","446.08","","765,899","","--","","--","","--","","2,753","","2,230","","83","","--","","0.00","","--","","231","","--",""
"08/11/1999","446.04","","765,498","","--","","--","","--","","2,382","","2,263","","83","","--","","0.00","","--","","217","","--",""
"08/12/1999","446.11","","766,199","","--","","--","","--","","2,694","","3,117","","70","","--","","0.00","","--","","233","","--",""
"08/13/1999","446.09","","765,999","","--","","--","","--","","2,512","","2,497","","86","","--","","0.00","","--","","234","","--",""
"08/14/1999","446.03","","765,398","","--","","--","","--","","2,890","","2,670","","83","","--","","0.00","","--","","225","","--",""
"08/15/1999","445.95","","764,601","","--","","--","","--","","2,863","","2,547","","86","","--","","0.00","","--","","234","","--",""
"08/16/1999","445.84","","763,507","","--","","--","","--","","2,789","","2,327","","89","","--","","0.00","","--","","237","","--",""
"08/17/1999","445.75","","762,612","","--","","--","","--","","2,685","","2,326","","93","","--","","0.00","","--","","239","","--",""
